run,q_con,q_mod,n,LKL_greedy,LKL_ILP
3,0.6,0.3,5,-3.008,-3.008
3,0.6,0.3,6,-5.793,-5.793
3,0.6,0.4,4,-2.854,-2.854
3,0.6,0.4,5,-4.898,-4.898
3,0.6,0.4,6,-6.835,-6.835
3,0.6,0.5,4,-3.507,-3.101
3,0.6,0.5,5,-5.116,-4.305
3,0.6,0.5,6,-6.32,-5.509
3,0.6,0.6,4,-2.449,-2.449
3,0.6,0.6,5,-4.281,-3.981
3,0.6,0.6,6,-5.919,-5.919
3,0.6,0.7,4,-2.582,-2.582
3,0.6,0.7,5,-4.297,-4.297
3,0.6,0.7,6,-6.725,-6.369
3,0.6,0.8,4,-2.854,-2.854
3,0.6,0.8,5,-3.811,-3.811
3,0.6,0.8,6,-6.337,-4.992
3,0.6,0.9,4,-3.535,-3.43
3,0.6,0.9,5,-4.151,-4.151
3,0.6,0.9,6,-2.781,-2.781
3,0.7,0.1,4,-1.877,-1.877
3,0.7,0.1,5,-2.444,-2.444
3,0.7,0.1,6,-3.859,-3.859
3,0.7,0.2,4,-2.23,-2.23
3,0.7,0.2,5,-3.88,-3.88
3,0.7,0.2,6,-6.832,-6.293
3,0.7,0.3,4,-2.274,-2.274
3,0.7,0.3,5,-4.191,-4.191
3,0.7,0.3,6,-4.905,-4.905
3,0.7,0.4,4,-3.093,-2.651
3,0.7,0.4,5,-5.319,-4.877
3,0.7,0.4,6,-6.697,-6.255
3,0.7,0.5,4,-2.1,-2.1
3,0.7,0.5,5,-3.149,-3.149
3,0.7,0.5,6,-4.892,-4.892
3,0.7,0.6,4,-3.057,-3.057
3,0.7,0.6,5,-6.162,-6.162
3,0.7,0.6,6,-9.373,-9.373
3,0.7,0.7,4,-1.427,-1.427
3,0.7,0.7,5,-3.835,-2.497
3,0.7,0.7,6,-4.548,-3.21
3,0.7,0.8,4,-2.546,-2.546
3,0.7,0.8,5,-3.349,-3.349
3,0.7,0.8,6,-4.152,-4.152
3,0.7,0.9,4,-0.924,-0.924
3,0.7,0.9,5,-1.386,-1.386
3,0.7,0.9,6,-1.954,-1.954
3,0.8,0.1,4,-2.149,-2.149
3,0.8,0.1,5,-2.583,-2.583
3,0.8,0.1,6,-3.016,-3.016
3,0.8,0.2,4,-2.279,-2.279
3,0.8,0.2,5,-2.948,-2.948
3,0.8,0.2,6,-6.613,-6.613
3,0.8,0.3,4,-1.516,-1.516
3,0.8,0.3,5,-4.196,-3.657
3,0.8,0.3,6,-6.519,-5.441
3,0.8,0.4,4,-1.979,-1.979
3,0.8,0.4,5,-3.629,-3.629
3,0.8,0.4,6,-7.176,-6.196
3,0.8,0.5,4,-1.833,-1.833
3,0.8,0.5,5,-2.749,-2.749
3,0.8,0.5,6,-4.358,-4.358
3,0.8,0.6,4,-2.384,-2.384
3,0.8,0.6,5,-4.034,-4.034
3,0.8,0.6,6,-6.09,-6.09
3,0.8,0.7,4,-2.364,-2.364
3,0.8,0.7,5,-3.3,-3.3
3,0.8,0.7,6,-5.084,-5.084
3,0.8,0.8,4,-0.893,-0.893
3,0.8,0.8,5,-1.339,-1.339
3,0.8,0.8,6,-1.785,-1.785
3,0.8,0.9,4,-0.657,-0.657
3,0.8,0.9,5,-0.986,-0.986
3,0.8,0.9,6,-3.722,-3.617
3,0.9,0.1,4,-0.527,-0.527
3,0.9,0.1,5,-0.948,-0.948
3,0.9,0.1,6,-1.475,-1.475
3,0.9,0.2,4,-2.266,-2.266
3,0.9,0.2,5,-4.428,-4.428
3,0.9,0.2,6,-7.975,-7.975
3,0.9,0.3,4,-1.771,-1.771
3,0.9,0.3,5,-3.437,-3.437
3,0.9,0.3,6,-4.747,-4.747
3,0.9,0.4,4,-1.743,-1.743
3,0.9,0.4,5,-3.381,-3.381
3,0.9,0.4,6,-5.935,-5.935
3,0.9,0.5,4,-2.29,-2.29
3,0.9,0.5,5,-4.475,-4.475
3,0.9,0.5,6,-5.967,-5.967
3,0.9,0.6,4,-2.554,-2.554
3,0.9,0.6,5,-2.765,-2.765
3,0.9,0.6,6,-3.787,-3.787
3,0.9,0.7,4,-1.771,-1.771
3,0.9,0.7,5,-2.233,-2.233
3,0.9,0.7,6,-3.899,-3.899
3,0.9,0.8,4,-2.266,-2.266
3,0.9,0.8,5,-4.204,-4.204
3,0.9,0.8,6,-6.142,-6.142
3,0.9,0.9,4,-0.421,-0.421
3,0.9,0.9,5,-0.632,-0.632
3,0.9,0.9,6,-3.145,-3.04
4,0.1,0.1,4,-0.527,-0.527
4,0.1,0.1,5,-0.843,-0.843
4,0.1,0.1,6,-3.356,-3.356
4,0.1,0.2,4,-0.88,-0.88
4,0.1,0.2,5,-1.432,-1.432
4,0.1,0.2,6,-1.983,-1.983
4,0.1,0.3,4,-0.924,-0.924
4,0.1,0.3,5,-1.386,-1.386
4,0.1,0.3,6,-1.848,-1.848
4,0.1,0.4,4,-2.149,-2.149
4,0.1,0.4,5,-2.765,-2.765
4,0.1,0.4,6,-4.403,-4.403
4,0.1,0.5,4,-2.29,-2.29
4,0.1,0.5,5,-3.089,-3.089
4,0.1,0.5,6,-3.887,-3.887
4,0.1,0.6,4,-4.751,-4.241
4,0.1,0.6,5,-5.773,-5.773
4,0.1,0.6,6,-8.222,-8.222
4,0.1,0.7,4,-4.325,-2.975
4,0.1,0.7,5,-4.641,-4.641
4,0.1,0.7,6,-5.951,-5.951
4,0.1,0.8,4,-4.464,-3.653
4,0.1,0.8,5,-5.591,-5.591
4,0.1,0.8,6,-7.305,-7.305
4,0.1,0.9,4,-4.816,-4.816
4,0.1,0.9,5,-7.224,-7.224
4,0.1,0.9,6,-9.843,-9.632
4,0.2,0.1,4,-0.657,-0.657
4,0.2,0.1,5,-0.986,-0.986
4,0.2,0.1,6,-3.827,-3.827
4,0.2,0.2,4,-1.116,-1.116
4,0.2,0.2,5,-1.785,-1.785
4,0.2,0.2,6,-2.455,-2.455
4,0.2,0.3,4,-2.546,-2.546
4,0.2,0.3,5,-4.33,-4.33
4,0.2,0.3,6,-3.523,-3.523
4,0.2,0.4,4,-1.468,-1.468
4,0.2,0.4,5,-2.202,-2.202
4,0.2,0.4,6,-4.768,-4.768
4,0.2,0.5,4,-1.833,-1.833
4,0.2,0.5,5,-2.749,-2.749
4,0.2,0.5,6,-3.665,-3.665
4,0.2,0.6,4,-2.79,-2.79
4,0.2,0.6,5,-4.44,-4.44
4,0.2,0.6,6,-6.496,-6.496
4,0.2,0.7,4,-2.854,-2.854
4,0.2,0.7,5,-5.842,-5.842
4,0.2,0.7,6,-8.521,-7.626
4,0.2,0.8,4,-3.888,-3.665
4,0.2,0.8,5,-5.721,-5.498
4,0.2,0.8,6,-8.0,-7.33
4,0.2,0.9,4,-4.241,-3.535
4,0.2,0.9,5,-6.166,-5.25
4,0.2,0.9,6,-8.692,-7.175
4,0.3,0.1,4,-1.029,-1.029
4,0.3,0.1,5,-2.444,-2.444
4,0.3,0.1,6,-3.117,-3.117
4,0.3,0.2,4,-2.007,-2.007
4,0.3,0.2,5,-2.81,-2.81
4,0.3,0.2,6,-4.46,-4.46
4,0.3,0.3,4,-2.631,-2.631
4,0.3,0.3,5,-4.905,-4.905
4,0.3,0.3,6,-6.822,-6.109
4,0.3,0.4,4,-1.735,-1.735
4,0.3,0.4,5,-2.603,-2.603
4,0.3,0.4,6,-4.897,-4.897
4,0.3,0.5,4,-2.793,-2.793
4,0.3,0.5,5,-3.843,-3.843
4,0.3,0.5,6,-4.892,-4.892
4,0.3,0.6,4,-3.393,-3.393
4,0.3,0.6,5,-4.666,-4.666
4,0.3,0.6,6,-6.45,-6.45
4,0.3,0.7,4,-3.121,-3.121
4,0.3,0.7,5,-4.682,-4.682
4,0.3,0.7,6,-8.651,-8.294
4,0.3,0.8,4,-3.393,-2.854
4,0.3,0.8,5,-6.207,-5.668
4,0.3,0.8,6,-8.173,-7.318
4,0.3,0.9,4,-4.074,-2.619
4,0.3,0.9,5,-5.489,-3.928
4,0.3,0.9,6,-6.903,-5.237
4,0.4,0.1,4,-1.743,-1.743
4,0.4,0.1,5,-2.57,-2.57
4,0.4,0.1,6,-3.397,-3.397
4,0.4,0.2,4,-1.873,-1.873
4,0.4,0.2,5,-2.607,-2.607
4,0.4,0.2,6,-3.564,-3.564
4,0.4,0.3,4,-2.092,-2.092
4,0.4,0.3,5,-3.721,-3.721
4,0.4,0.3,6,-6.997,-6.997
4,0.4,0.4,4,-2.449,-2.449
4,0.4,0.4,5,-3.981,-3.981
4,0.4,0.4,6,-6.835,-6.835
4,0.4,0.5,4,-2.813,-2.813
4,0.4,0.5,5,-4.017,-4.017
4,0.4,0.5,6,-5.627,-5.627
4,0.4,0.6,4,-2.854,-2.854
4,0.4,0.6,5,-4.281,-4.281
4,0.4,0.6,6,-5.708,-5.708
4,0.4,0.7,4,-2.988,-2.546
4,0.4,0.7,5,-5.108,-4.666
4,0.4,0.7,6,-8.383,-7.143
4,0.4,0.8,4,-2.279,-2.279
4,0.4,0.8,5,-4.399,-3.641
4,0.4,0.8,6,-5.539,-4.781
4,0.4,0.9,4,-2.043,-2.043
4,0.4,0.9,5,-3.17,-3.17
4,0.4,0.9,6,-4.192,-4.192
4,0.5,0.1,4,-1.702,-1.702
4,0.5,0.1,5,-2.606,-2.606
4,0.5,0.1,6,-5.813,-5.813
4,0.5,0.2,4,-1.833,-1.833
4,0.5,0.2,5,-2.749,-2.749
4,0.5,0.2,6,-3.665,-3.665
4,0.5,0.3,4,-2.947,-2.947
4,0.5,0.3,5,-4.844,-4.844
4,0.5,0.3,6,-6.251,-6.251
4,0.5,0.4,4,-2.919,-2.919
4,0.5,0.4,5,-5.144,-5.144
4,0.5,0.4,6,-7.881,-7.881
4,0.5,0.5,4,-2.773,-2.773
4,0.5,0.5,5,-4.852,-4.852
4,0.5,0.5,6,-6.931,-6.931
4,0.5,0.6,4,-4.135,-3.73
4,0.5,0.6,5,-6.255,-5.444
4,0.5,0.6,6,-8.781,-7.97
4,0.5,0.7,4,-2.947,-2.947
4,0.5,0.7,5,-4.353,-4.353
4,0.5,0.7,6,-5.047,-4.556
4,0.5,0.8,4,-1.833,-1.833
4,0.5,0.8,5,-4.135,-4.135
4,0.5,0.8,6,-8.493,-8.047
4,0.5,0.9,4,-1.702,-1.702
4,0.5,0.9,5,-2.501,-2.501
4,0.5,0.9,6,-3.299,-3.299
4,0.6,0.1,4,-2.149,-2.149
4,0.6,0.1,5,-3.276,-3.276
4,0.6,0.1,6,-3.997,-3.997
4,0.6,0.2,4,-1.873,-1.873
4,0.6,0.2,5,-3.013,-3.013
4,0.6,0.2,6,-4.822,-4.822
4,0.6,0.3,4,-2.988,-2.988
4,0.6,0.3,5,-3.855,-3.855
4,0.6,0.3,6,-5.842,-5.842
4,0.6,0.4,4,-2.854,-2.854
4,0.6,0.4,5,-4.281,-4.281
4,0.6,0.4,6,-5.303,-5.303
4,0.6,0.5,4,-3.219,-2.813
4,0.6,0.5,5,-4.017,-3.612
4,0.6,0.5,6,-5.627,-5.221
4,0.6,0.6,4,-2.449,-2.449
4,0.6,0.6,5,-3.47,-3.47
4,0.6,0.6,6,-5.003,-5.003
4,0.6,0.7,4,-1.735,-1.735
4,0.6,0.7,5,-2.603,-2.603
4,0.6,0.7,6,-4.317,-4.317
4,0.6,0.8,4,-1.468,-1.468
4,0.6,0.8,5,-2.425,-2.425
4,0.6,0.8,6,-4.768,-4.768
4,0.6,0.9,4,-1.232,-1.232
4,0.6,0.9,5,-1.954,-1.954
4,0.6,0.9,6,-2.57,-2.57
4,0.7,0.1,4,-1.029,-1.029
4,0.7,0.1,5,-1.702,-1.702
4,0.7,0.1,6,-3.328,-3.328
4,0.7,0.2,4,-1.383,-1.383
4,0.7,0.2,5,-2.409,-2.409
4,0.7,0.2,6,-4.505,-4.505
4,0.7,0.3,4,-1.783,-1.783
4,0.7,0.3,5,-4.057,-4.057
4,0.7,0.3,6,-7.179,-7.179
4,0.7,0.4,4,-3.093,-2.651
4,0.7,0.4,5,-4.877,-4.435
4,0.7,0.4,6,-7.103,-6.219
4,0.7,0.5,4,-2.1,-2.1
4,0.7,0.5,5,-4.69,-3.843
4,0.7,0.5,6,-7.126,-6.279
4,0.7,0.6,4,-3.057,-3.057
4,0.7,0.6,5,-6.093,-5.351
4,0.7,0.6,6,-7.946,-7.946
4,0.7,0.7,4,-3.478,-3.478
4,0.7,0.7,5,-5.395,-5.395
4,0.7,0.7,6,-6.465,-6.109
4,0.7,0.8,4,-4.155,-4.155
4,0.7,0.8,5,-3.126,-3.126
4,0.7,0.8,6,-3.929,-3.929
4,0.7,0.9,4,-0.924,-0.924
4,0.7,0.9,5,-1.386,-1.386
4,0.7,0.9,6,-1.954,-1.954
4,0.8,0.1,4,-0.762,-0.762
4,0.8,0.1,5,-1.302,-1.302
4,0.8,0.1,6,-1.946,-1.946
4,0.8,0.2,4,-3.665,-3.665
4,0.8,0.2,5,-4.335,-4.335
4,0.8,0.2,6,-6.167,-6.167
4,0.8,0.3,4,-2.546,-2.007
4,0.8,0.3,5,-3.126,-2.587
4,0.8,0.3,6,-7.009,-5.931
4,0.8,0.4,4,-2.279,-2.279
4,0.8,0.4,5,-3.013,-3.013
4,0.8,0.4,6,-4.663,-4.663
4,0.8,0.5,4,-2.526,-2.526
4,0.8,0.5,5,-4.828,-4.828
4,0.8,0.5,6,-6.438,-6.438
4,0.8,0.6,4,-1.873,-1.873
4,0.8,0.6,5,-3.929,-3.929
4,0.8,0.6,6,-6.09,-6.09
4,0.8,0.7,4,-2.007,-2.007
4,0.8,0.7,5,-4.995,-4.995
4,0.8,0.7,6,-7.982,-7.982
4,0.8,0.8,4,-0.893,-0.893
4,0.8,0.8,5,-1.339,-1.339
4,0.8,0.8,6,-1.785,-1.785
4,0.8,0.9,4,-2.96,-2.854
4,0.8,0.9,5,-3.288,-3.183
4,0.8,0.9,6,-3.722,-3.617
4,0.9,0.1,4,-0.527,-0.527
4,0.9,0.1,5,-0.948,-0.948
4,0.9,0.1,6,-1.475,-1.475
4,0.9,0.2,4,-0.88,-0.88
4,0.9,0.2,5,-1.655,-1.655
4,0.9,0.2,6,-2.653,-2.653
4,0.9,0.3,4,-2.128,-2.128
4,0.9,0.3,5,-2.947,-2.947
4,0.9,0.3,6,-4.969,-4.969
4,0.9,0.4,4,-2.149,-2.149
4,0.9,0.4,5,-3.681,-3.681
4,0.9,0.4,6,-4.703,-4.703
4,0.9,0.5,4,-1.597,-1.597
4,0.9,0.5,5,-3.782,-3.782
4,0.9,0.5,6,-5.273,-5.273
4,0.9,0.6,4,-1.743,-1.743
4,0.9,0.6,5,-2.765,-2.765
4,0.9,0.6,6,-3.381,-3.381
4,0.9,0.7,4,-0.924,-0.924
4,0.9,0.7,5,-1.386,-1.386
4,0.9,0.7,6,-4.613,-3.899
4,0.9,0.8,4,-0.657,-0.657
4,0.9,0.8,5,-1.209,-1.209
4,0.9,0.8,6,-1.537,-1.537
4,0.9,0.9,4,-4.921,-4.921
4,0.9,0.9,5,-5.237,-5.237
4,0.9,0.9,6,-7.751,-7.751
5,0.1,0.1,4,-2.724,-2.724
5,0.1,0.1,5,-3.145,-3.145
5,0.1,0.1,6,-3.672,-3.672
5,0.1,0.2,4,-2.266,-2.266
5,0.1,0.2,5,-2.595,-2.595
5,0.1,0.2,6,-2.923,-2.923
5,0.1,0.3,4,-0.924,-0.924
5,0.1,0.3,5,-3.794,-3.794
5,0.1,0.3,6,-4.613,-4.613
5,0.1,0.4,4,-1.232,-1.232
5,0.1,0.4,5,-1.849,-1.849
5,0.1,0.4,6,-2.465,-2.465
5,0.1,0.5,4,-1.597,-1.597
5,0.1,0.5,5,-2.396,-2.396
5,0.1,0.5,6,-5.273,-5.273
5,0.1,0.6,4,-2.043,-2.043
5,0.1,0.6,5,-4.492,-4.492
5,0.1,0.6,6,-5.514,-5.514
5,0.1,0.7,4,-5.173,-4.816
5,0.1,0.7,5,-5.635,-4.285
5,0.1,0.7,6,-8.505,-7.791
5,0.1,0.8,4,-4.464,-3.653
5,0.1,0.8,5,-6.178,-5.368
5,0.1,0.8,6,-7.893,-7.082
5,0.1,0.9,4,-7.118,-7.013
5,0.1,0.9,5,-7.435,-7.224
5,0.1,0.9,6,-9.843,-9.632
5,0.2,0.1,4,-0.762,-0.762
5,0.2,0.1,5,-1.196,-1.196
5,0.2,0.1,6,-3.933,-3.933
5,0.2,0.2,4,-0.893,-0.893
5,0.2,0.2,5,-1.785,-1.785
5,0.2,0.2,6,-3.841,-3.841
5,0.2,0.3,4,-1.516,-1.516
5,0.2,0.3,5,-3.3,-3.3
5,0.2,0.3,6,-4.237,-4.237
5,0.2,0.4,4,-2.384,-2.384
5,0.2,0.4,5,-4.034,-4.034
5,0.2,0.4,6,-4.768,-4.768
5,0.2,0.5,4,-3.912,-3.912
5,0.2,0.5,5,-6.215,-6.215
5,0.2,0.5,6,-8.517,-8.517
5,0.2,0.6,4,-3.195,-3.195
5,0.2,0.6,5,-4.845,-4.845
5,0.2,0.6,6,-6.496,-6.496
5,0.2,0.7,4,-3.75,-3.211
5,0.2,0.7,5,-4.995,-4.995
5,0.2,0.7,6,-6.422,-6.422
5,0.2,0.8,4,-3.665,-3.665
5,0.2,0.8,5,-5.498,-5.498
5,0.2,0.8,6,-8.94,-8.717
5,0.2,0.9,4,-4.346,-3.43
5,0.2,0.9,5,-6.166,-5.25
5,0.2,0.9,6,-8.902,-6.965
5,0.3,0.1,4,-1.771,-1.771
5,0.3,0.1,5,-3.186,-3.186
5,0.3,0.1,6,-6.267,-6.267
5,0.3,0.2,4,-2.23,-2.23
5,0.3,0.2,5,-3.256,-3.256
5,0.3,0.2,6,-5.669,-5.669
5,0.3,0.3,4,-2.631,-2.631
5,0.3,0.3,5,-3.701,-3.701
5,0.3,0.3,6,-5.618,-5.618
5,0.3,0.4,4,-3.093,-3.093
5,0.3,0.4,5,-4.877,-4.877
5,0.3,0.4,6,-7.172,-7.172
5,0.3,0.5,4,-2.947,-2.947
5,0.3,0.5,5,-4.69,-4.69
5,0.3,0.5,6,-7.819,-7.819
5,0.3,0.6,4,-2.988,-2.988
5,0.3,0.6,5,-5.108,-5.108
5,0.3,0.6,6,-7.739,-7.739
5,0.3,0.7,4,-3.121,-3.121
5,0.3,0.7,5,-4.682,-4.682
5,0.3,0.7,6,-6.243,-6.243
5,0.3,0.8,4,-3.932,-3.077
5,0.3,0.8,5,-5.898,-4.951
5,0.3,0.8,6,-7.325,-6.378
5,0.3,0.9,4,-4.074,-2.619
5,0.3,0.9,5,-5.489,-3.928
5,0.3,0.9,6,-6.798,-5.343
5,0.4,0.1,4,-1.743,-1.743
5,0.4,0.1,5,-2.57,-2.57
5,0.4,0.1,6,-3.802,-3.802
5,0.4,0.2,4,-1.873,-1.873
5,0.4,0.2,5,-3.054,-3.054
5,0.4,0.2,6,-6.026,-6.026
5,0.4,0.3,4,-2.14,-2.14
5,0.4,0.3,5,-3.413,-3.413
5,0.4,0.3,6,-4.281,-4.281
5,0.4,0.4,4,-2.449,-2.449
5,0.4,0.4,5,-4.387,-4.387
5,0.4,0.4,6,-6.219,-6.219
5,0.4,0.5,4,-2.813,-2.813
5,0.4,0.5,5,-4.423,-4.423
5,0.4,0.5,6,-5.627,-5.627
5,0.4,0.6,4,-3.26,-3.26
5,0.4,0.6,5,-6.114,-6.114
5,0.4,0.6,6,-8.968,-8.968
5,0.4,0.7,4,-3.43,-2.903
5,0.4,0.7,5,-5.55,-5.023
5,0.4,0.7,6,-6.823,-6.296
5,0.4,0.8,4,-2.279,-2.279
5,0.4,0.8,5,-6.637,-6.414
5,0.4,0.8,6,-8.981,-7.777
5,0.4,0.9,4,-2.043,-2.043
5,0.4,0.9,5,-3.17,-3.17
5,0.4,0.9,6,-4.192,-4.192
5,0.5,0.1,4,-1.702,-1.702
5,0.5,0.1,5,-2.606,-2.606
5,0.5,0.1,6,-3.615,-3.615
5,0.5,0.2,4,-2.056,-2.056
5,0.5,0.2,5,-3.195,-3.195
5,0.5,0.2,6,-4.335,-4.335
5,0.5,0.3,4,-2.1,-2.1
5,0.5,0.3,5,-3.506,-3.506
5,0.5,0.3,6,-6.964,-5.76
5,0.5,0.4,4,-2.408,-2.408
5,0.5,0.4,5,-4.123,-4.123
5,0.5,0.4,6,-6.648,-6.243
5,0.5,0.5,4,-2.773,-2.773
5,0.5,0.5,5,-4.852,-4.852
5,0.5,0.5,6,-6.931,-6.931
5,0.5,0.6,4,-4.135,-4.135
5,0.5,0.6,5,-6.255,-5.85
5,0.5,0.6,6,-7.97,-7.159
5,0.5,0.7,4,-2.1,-2.1
5,0.5,0.7,5,-3.997,-3.506
5,0.5,0.7,6,-5.047,-4.556
5,0.5,0.8,4,-1.833,-1.833
5,0.5,0.8,5,-2.749,-2.749
5,0.5,0.8,6,-3.665,-3.665
5,0.5,0.9,4,-1.597,-1.597
5,0.5,0.9,5,-2.396,-2.396
5,0.5,0.9,6,-3.194,-3.194
5,0.6,0.1,4,-2.043,-2.043
5,0.6,0.1,5,-2.765,-2.765
5,0.6,0.1,6,-4.103,-4.103
5,0.6,0.2,4,-2.097,-2.097
5,0.6,0.2,5,-3.236,-3.236
5,0.6,0.2,6,-7.947,-6.966
5,0.6,0.3,4,-2.092,-2.092
5,0.6,0.3,5,-3.673,-3.673
5,0.6,0.3,6,-5.61,-5.61
5,0.6,0.4,4,-2.854,-2.854
5,0.6,0.4,5,-4.792,-4.792
5,0.6,0.4,6,-6.219,-6.219
5,0.6,0.5,4,-2.813,-2.408
5,0.6,0.5,5,-5.404,-4.998
5,0.6,0.5,6,-7.301,-6.895
5,0.6,0.6,4,-2.043,-2.043
5,0.6,0.6,5,-3.065,-3.065
5,0.6,0.6,6,-4.087,-4.087
5,0.6,0.7,4,-2.582,-2.582
5,0.6,0.7,5,-3.806,-3.806
5,0.6,0.7,6,-5.387,-5.031
5,0.6,0.8,4,-2.854,-2.854
5,0.6,0.8,5,-7.03,-6.584
5,0.6,0.8,6,-9.556,-7.541
5,0.6,0.9,4,-1.232,-1.232
5,0.6,0.9,5,-4.151,-4.046
5,0.6,0.9,6,-4.873,-4.767
5,0.7,0.1,4,-1.877,-1.877
5,0.7,0.1,5,-2.444,-2.444
5,0.7,0.1,6,-3.964,-3.964
5,0.7,0.2,4,-1.383,-1.383
5,0.7,0.2,5,-3.256,-3.256
5,0.7,0.2,6,-4.505,-4.505
5,0.7,0.3,4,-2.631,-2.631
5,0.7,0.3,5,-4.191,-4.191
5,0.7,0.3,6,-4.905,-4.905
5,0.7,0.4,4,-2.582,-2.14
5,0.7,0.4,5,-5.319,-4.435
5,0.7,0.4,6,-7.613,-6.73
5,0.7,0.5,4,-2.1,-2.1
5,0.7,0.5,5,-5.383,-4.536
5,0.7,0.5,6,-7.126,-6.279
5,0.7,0.6,4,-2.14,-2.14
5,0.7,0.6,5,-3.924,-3.924
5,0.7,0.6,6,-6.219,-6.219
5,0.7,0.7,4,-1.427,-1.427
5,0.7,0.7,5,-2.14,-2.14
5,0.7,0.7,6,-5.261,-4.905
5,0.7,0.8,4,-1.16,-1.16
5,0.7,0.8,5,-3.349,-3.349
5,0.7,0.8,6,-5.315,-5.315
5,0.7,0.9,4,-0.924,-0.924
5,0.7,0.9,5,-1.386,-1.386
5,0.7,0.9,6,-1.848,-1.848
5,0.8,0.1,4,-0.762,-0.762
5,0.8,0.1,5,-2.688,-2.688
5,0.8,0.1,6,-4.719,-4.719
5,0.8,0.2,4,-3.665,-3.665
5,0.8,0.2,5,-4.335,-4.335
5,0.8,0.2,6,-6.39,-6.39
5,0.8,0.3,4,-2.903,-2.364
5,0.8,0.3,5,-6.073,-4.995
5,0.8,0.3,6,-7.366,-6.288
5,0.8,0.4,4,-1.873,-1.873
5,0.8,0.4,5,-2.607,-2.607
5,0.8,0.4,6,-4.258,-4.258
5,0.8,0.5,4,-1.833,-1.833
5,0.8,0.5,5,-2.749,-2.749
5,0.8,0.5,6,-5.051,-4.358
5,0.8,0.6,4,-1.873,-1.873
5,0.8,0.6,5,-3.524,-3.524
5,0.8,0.6,6,-5.279,-4.768
5,0.8,0.7,4,-1.16,-1.16
5,0.8,0.7,5,-2.096,-2.096
5,0.8,0.7,6,-2.676,-2.676
5,0.8,0.8,4,-2.279,-2.279
5,0.8,0.8,5,-4.558,-4.335
5,0.8,0.8,6,-6.613,-6.39
5,0.8,0.9,4,-0.657,-0.657
5,0.8,0.9,5,-0.986,-0.986
5,0.8,0.9,6,-1.314,-1.314
5,0.9,0.1,4,-2.724,-2.724
5,0.9,0.1,5,-3.145,-3.145
5,0.9,0.1,6,-5.764,-5.764
5,0.9,0.2,4,-2.266,-2.266
5,0.9,0.2,5,-4.428,-4.428
5,0.9,0.2,6,-6.365,-6.365
5,0.9,0.3,4,-4.325,-2.975
5,0.9,0.3,5,-5.991,-4.641
5,0.9,0.3,6,-6.81,-5.46
5,0.9,0.4,4,-2.043,-2.043
5,0.9,0.4,5,-3.065,-3.065
5,0.9,0.4,6,-3.681,-3.681
5,0.9,0.5,4,-1.597,-1.597
5,0.9,0.5,5,-3.782,-3.782
5,0.9,0.5,6,-5.967,-5.967
5,0.9,0.6,4,-2.554,-2.554
5,0.9,0.6,5,-4.492,-4.492
5,0.9,0.6,6,-6.941,-6.941
5,0.9,0.7,4,-0.924,-0.924
5,0.9,0.7,5,-1.386,-1.386
5,0.9,0.7,6,-2.695,-2.695
5,0.9,0.8,4,-0.657,-0.657
5,0.9,0.8,5,-0.986,-0.986
5,0.9,0.8,6,-1.537,-1.537
5,0.9,0.9,4,-0.421,-0.421
5,0.9,0.9,5,-0.632,-0.632
5,0.9,0.9,6,-0.843,-0.843
