,n,p,Metric,LogLKL,KendallTau,KernelSim
856,6,0.7,ILP-PA1,-5.39529313267147,-0.6,0.49074074074074076
857,6,0.7,ILP-PA2,-4.325268300855273,-0.06666666666666665,0.24629629629629626
858,6,0.8,ReverseLPA,-9.115474265506919,-0.06666666666666665,0.7444444444444445
859,6,0.8,ILP-PA1,-2.5020121176909393,0.06666666666666665,0.21129987997112407
860,6,0.8,ILP-PA2,-2.5020121176909393,0.06666666666666665,0.21129987997112407
861,6,0.9,ReverseLPA,-10.263945528554448,-0.6,1.0
862,6,0.9,ILP-PA1,-2.618666639967525,0.06666666666666665,0.736111111111111
863,6,0.9,ILP-PA2,-9.737142950265314,-0.6,0.5055555555555555
864,6,0.1,ReverseLPA,-9.631782434607487,0.06666666666666665,0.4694444444444444
865,6,0.1,ILP-PA1,-7.539918372929094,0.3333333333333333,0.4583333333333333
866,6,0.1,ILP-PA2,-7.7506394042447475,0.2,0.7222222222222222
867,6,0.2,ReverseLPA,-8.93976376742734,-0.3333333333333333,0.45555555555555555
868,6,0.2,ILP-PA1,-7.77661295762166,-0.2,0.17777777777777778
869,6,0.2,ILP-PA2,-9.83233797268418,0.8666666666666666,0.17044876146566781
870,6,0.3,ReverseLPA,-7.446563797384611,0.2,0.1851851851851852
871,6,0.3,ILP-PA1,-4.681943244794006,0.06666666666666665,0.24502423850481103
872,6,0.3,ILP-PA2,-2.4079456086518722,-0.2,0.7333333333333334
873,6,0.4,ReverseLPA,-6.6247561544347375,-0.4666666666666666,0.7407407407407408
874,6,0.4,ILP-PA1,-4.281349066920438,0.7333333333333333,0.4444444444444444
875,6,0.4,ILP-PA2,-6.6247561544347375,-0.2,0.4444444444444444
876,6,0.5,ReverseLPA,-7.624618986159398,-0.7333333333333333,0.7444444444444445
877,6,0.5,ILP-PA1,-3.4657359027997265,-0.2,0.7407407407407408
878,6,0.5,ILP-PA2,-4.852030263919617,0.06666666666666665,0.14903954898800337
879,6,0.6,ReverseLPA,-7.240942293858556,-0.6,0.21296296296296294
880,6,0.6,ILP-PA1,-8.15723302573271,-0.2,0.46296296296296297
881,6,0.6,ILP-PA2,-6.730116670092563,0.06666666666666665,0.2111111111111111
882,6,0.7,ReverseLPA,-8.025965712752335,-0.06666666666666665,0.49074074074074076
883,6,0.7,ILP-PA1,-6.599265936997406,-0.06666666666666665,0.17218841602967352
884,6,0.7,ILP-PA2,-8.516588629200808,0.3333333333333333,0.18052174936300686
885,6,0.8,ReverseLPA,-8.89233071419271,-0.2,0.2074074074074074
886,6,0.8,ILP-PA1,-3.88830647881083,0.3333333333333333,0.21296296296296294
887,6,0.8,ILP-PA2,-6.836605699130189,0.06666666666666665,0.15835649889425246
888,6,0.9,ReverseLPA,-10.4746665598701,0.3333333333333333,0.24629629629629626
889,6,0.9,ILP-PA1,-2.7240271556253512,0.06666666666666665,1.0
890,6,0.9,ILP-PA2,-3.1454692182566566,0.2,0.14816365483868427
891,7,0.1,ReverseLPA,-12.039728043259359,-0.04761904761904762,0.38541666666666663
892,7,0.1,ILP-PA1,-12.250449074575013,0.14285714285714288,0.1996923425058676
893,7,0.1,ILP-PA2,-7.645278888586921,0.04761904761904762,0.28054826219938683
894,7,0.2,ReverseLPA,-12.38178314360975,-0.4285714285714286,0.42013888888888884
895,7,0.2,ILP-PA1,-13.274357348866591,0.04761904761904762,0.21098151365902806
896,7,0.2,ILP-PA2,-3.6651629274966204,0.23809523809523814,0.375
897,7,0.3,ReverseLPA,-9.007211545649279,0.14285714285714288,0.37500000000000006
898,7,0.3,ILP-PA1,-7.312615824874872,0.04761904761904762,0.6194444444444445
899,7,0.3,ILP-PA2,-4.191320328345534,-0.4285714285714286,0.2645833333333334
900,7,0.4,ReverseLPA,-10.800744705697348,0.23809523809523814,0.17708333333333331
901,7,0.4,ILP-PA1,-3.365058335046282,0.04761904761904762,0.41944444444444445
902,7,0.4,ILP-PA2,-7.646407401966719,0.33333333333333337,0.21097381340107452
903,7,0.5,ReverseLPA,-12.476649250079015,0.33333333333333337,0.425
904,7,0.5,ILP-PA1,-11.78350206951907,0.14285714285714288,0.20247012028364536
905,7,0.5,ILP-PA2,-9.010913347279288,-0.7142857142857143,0.4486111111111111
906,7,0.6,ReverseLPA,-12.243838015860637,-0.23809523809523814,0.4305555555555556
907,7,0.6,ILP-PA1,-3.3650583350462817,-0.5238095238095238,0.18923163919040267
908,7,0.6,ILP-PA2,-8.367954057048362,-0.33333333333333337,0.5060840661570721
909,7,0.7,ReverseLPA,-12.083338068588132,0.14285714285714288,0.40902777777777777
910,7,0.7,ILP-PA1,-6.688044935916661,-0.04761904761904762,0.40902777777777777
911,7,0.7,ILP-PA2,-1.7833747196936622,0.6190476190476191,0.40902777777777777
912,7,0.8,ReverseLPA,-12.286917037140487,0.4285714285714286,0.25416666666666665
913,7,0.8,ILP-PA1,-1.3388613078852583,0.14285714285714288,0.43472222222222223
914,7,0.8,ILP-PA2,-1.3388613078852583,0.14285714285714288,0.43472222222222223
915,7,0.9,ReverseLPA,-13.409414746811104,0.04761904761904762,0.6208333333333333
916,7,0.9,ILP-PA1,-3.3561902495723093,-0.5238095238095238,0.6361111111111111
917,7,0.9,ILP-PA2,-5.5534148269085275,-0.14285714285714288,0.6208333333333333
918,7,0.1,ReverseLPA,-12.039728043259359,-0.5238095238095238,0.4159722222222222
919,7,0.1,ILP-PA1,-9.947863981580966,0.23809523809523814,0.14769858668964664
920,7,0.1,ILP-PA2,-9.947863981580968,0.14285714285714288,0.4076388888888889
921,7,0.2,ReverseLPA,-12.38178314360975,0.23809523809523814,0.39375000000000004
922,7,0.2,ILP-PA1,-9.16290731874155,0.14285714285714288,0.4534722222222222
923,7,0.2,ILP-PA2,-9.83233797268418,-0.14285714285714288,0.20161073145478015
924,7,0.3,ReverseLPA,-9.007211545649279,-0.23809523809523814,0.18541666666666667
925,7,0.3,ILP-PA1,-6.955940880936138,0.5238095238095238,0.1768083126312085
926,7,0.3,ILP-PA2,-4.191320328345534,0.14285714285714288,0.16223243429289388
927,7,0.4,ReverseLPA,-10.800744705697348,-0.4285714285714286,0.8125
928,7,0.4,ILP-PA1,-3.365058335046282,0.7142857142857143,0.20032537769551756
929,7,0.4,ILP-PA2,-8.96816324194904,0.6190476190476191,0.18055555555555555
930,7,0.5,ReverseLPA,-12.476649250079015,0.14285714285714288,0.8
931,7,0.5,ILP-PA1,-6.238324625039508,-0.7142857142857143,0.6152777777777778
932,7,0.5,ILP-PA2,-3.4657359027997265,-0.23809523809523814,0.6291666666666667
933,7,0.6,ReverseLPA,-11.733012392094645,0.14285714285714288,0.4180555555555555
934,7,0.6,ILP-PA1,-10.711361144562662,-0.4285714285714286,0.43472222222222223
935,7,0.6,ILP-PA2,-6.835477185750391,0.33333333333333337,0.1439274270023829
936,7,0.7,ReverseLPA,-11.369988180710665,0.04761904761904762,0.6069444444444445
937,7,0.7,ILP-PA1,-4.681943244794005,0.7142857142857143,0.17145386141262492
938,7,0.7,ILP-PA2,-6.108643020548935,-0.5238095238095238,0.16875559183796862
939,7,0.8,ReverseLPA,-12.286917037140487,0.23809523809523814,0.6361111111111111
940,7,0.8,ILP-PA1,-2.231435513142097,-0.33333333333333337,0.2956919345877924
941,7,0.8,ILP-PA2,-3.8408734255761976,0.6190476190476191,0.16077178127402303
942,7,0.9,ReverseLPA,-13.304054231153279,0.04761904761904762,0.4159722222222222
943,7,0.9,ILP-PA1,-3.3561902495723093,-0.6190476190476191,0.35107636589911867
944,7,0.9,ILP-PA2,-3.3561902495723093,-0.6190476190476191,0.35107636589911867
945,7,0.1,ReverseLPA,-12.039728043259359,-0.14285714285714288,0.18888888888888888
946,7,0.1,ILP-PA1,-10.053224497238793,0.04761904761904762,0.8020833333333334
947,7,0.1,ILP-PA2,-9.84250346592314,0.5238095238095238,0.18055555555555552
948,7,0.2,ReverseLPA,-10.77234523117565,-0.6190476190476191,0.4041666666666667
949,7,0.2,ILP-PA1,-6.16717504518756,0.4285714285714286,0.1421585321747754
950,7,0.2,ILP-PA2,-9.83233797268418,-0.23809523809523814,0.18635900917253423
951,7,0.3,ReverseLPA,-10.211184349975216,0.23809523809523814,0.22638888888888886
952,7,0.3,ILP-PA1,-11.637884125730144,0.8095238095238096,0.18055555555555555
953,7,0.3,ILP-PA2,-8.873263573139539,0.5238095238095238,0.6055555555555556
954,7,0.4,ReverseLPA,-14.465907633193968,-0.23809523809523814,0.4076388888888889
955,7,0.4,ILP-PA1,-8.862802726291212,-0.23809523809523814,0.20893932356894435
956,7,0.4,ILP-PA2,-7.946511994417057,0.14285714285714288,0.16001853244873532
957,7,0.5,ReverseLPA,-10.39720770839918,0.04761904761904762,0.4159722222222222
958,7,0.5,ILP-PA1,-2.772588722239781,-0.14285714285714288,0.4076388888888889
959,7,0.5,ILP-PA2,-4.1588830833596715,-0.14285714285714288,0.4076388888888889
960,7,0.6,ReverseLPA,-11.733012392094645,0.33333333333333337,0.5916666666666667
961,7,0.6,ILP-PA1,-2.5541281188299534,-0.04761904761904762,0.19070287320902382
962,7,0.6,ILP-PA2,-2.5541281188299534,-0.04761904761904762,0.17362680879753073
963,7,0.7,ReverseLPA,-11.726663124649399,0.14285714285714288,0.22847222222222222
964,7,0.7,ILP-PA1,-7.7580697677328585,-0.5238095238095238,0.5326481803256946
965,7,0.7,ILP-PA2,-1.7833747196936622,0.23809523809523814,0.22291666666666668
966,7,0.8,ReverseLPA,-11.84062993451207,-0.14285714285714288,0.44166666666666665
967,7,0.8,ILP-PA1,-4.11145003012504,0.7142857142857143,0.16668519911540197
968,7,0.8,ILP-PA2,-4.11145003012504,0.7142857142857143,0.16668519911540197
969,7,0.9,ReverseLPA,-13.514775262468929,0.23809523809523814,0.6361111111111111
970,7,0.9,ILP-PA1,-0.6321630939469578,0.23809523809523814,0.8125
971,7,0.9,ILP-PA2,-3.3561902495723093,-0.7142857142857143,0.6361111111111111
972,7,0.1,ReverseLPA,-12.039728043259359,-0.23809523809523814,0.39583333333333337
973,7,0.1,ILP-PA1,-12.88261216852197,0.14285714285714288,0.2228718177705183
974,7,0.1,ILP-PA2,-12.566530621548491,0.04761904761904762,0.22727068481218846
975,7,0.2,ReverseLPA,-9.16290731874155,-0.33333333333333337,0.22291666666666665
976,7,0.2,ILP-PA1,-9.83233797268418,0.7142857142857143,0.3622706848121885
977,7,0.2,ILP-PA2,-8.669187162878499,0.23809523809523814,0.8166666666666667
978,7,0.3,ReverseLPA,-10.211184349975216,0.4285714285714286,0.18749999999999997
979,7,0.3,ILP-PA1,-12.351234013607609,0.5238095238095238,0.16320003628241306
980,7,0.3,ILP-PA2,-6.599265936997407,0.23809523809523814,0.4152324975455161
981,7,0.4,ReverseLPA,-8.96816324194904,0.23809523809523814,0.16666666666666666
982,7,0.4,ILP-PA1,-1.9379419794061366,0.04761904761904762,0.18386184393484992
983,7,0.4,ILP-PA2,-8.668058649498702,0.04761904761904762,0.22570657064356592
984,7,0.5,ReverseLPA,-9.704060527839234,-0.33333333333333337,0.2361111111111111
985,7,0.5,ILP-PA1,-10.39720770839918,0.4285714285714286,0.21527777777777776
986,7,0.5,ILP-PA2,-8.317766166719343,0.6190476190476191,0.15232821631927626
987,7,0.6,ReverseLPA,-10.200535520796674,-0.14285714285714288,0.21805555555555556
988,7,0.6,ILP-PA1,-6.113930530668747,-0.23809523809523814,0.14569193458779245
989,7,0.6,ILP-PA2,-9.073523757606864,0.6190476190476191,0.15418006817112812
990,7,0.7,ReverseLPA,-12.440013012526864,0.5238095238095238,0.8194444444444444
991,7,0.7,ILP-PA1,-8.114744711671591,-0.33333333333333337,0.6361111111111111
992,7,0.7,ILP-PA2,-7.044719879855394,-0.5238095238095238,0.3298667029490797
993,7,0.8,ReverseLPA,-11.17119928056944,0.33333333333333337,0.20625000000000002
994,7,0.8,ILP-PA1,-4.780880684067669,-0.14285714285714288,0.21944444444444444
995,7,0.8,ILP-PA2,-4.11145003012504,-0.23809523809523814,0.2317151292566329
996,7,0.9,ReverseLPA,-13.409414746811104,0.14285714285714288,0.43472222222222223
997,7,0.9,ILP-PA1,-3.3561902495723093,-0.4285714285714286,0.177968698579636
998,7,0.9,ILP-PA2,-3.3561902495723093,-0.4285714285714286,0.177968698579636
999,7,0.1,ReverseLPA,-12.039728043259359,-0.33333333333333337,0.3854166666666667
1000,7,0.1,ILP-PA1,-12.461170105890664,0.33333333333333337,0.8
1001,7,0.1,ILP-PA2,-12.35580959023284,0.4285714285714286,0.42986111111111114
1002,7,0.2,ReverseLPA,-10.77234523117565,-0.6190476190476191,0.7916666666666666
1003,7,0.2,ILP-PA1,-10.05548152399839,0.14285714285714288,0.1654307404270737
1004,7,0.2,ILP-PA2,-2.5020121176909393,0.5238095238095238,0.18080962884102114
1005,7,0.3,ReverseLPA,-7.803238741323343,0.14285714285714288,0.21458333333333332
1006,7,0.3,ILP-PA1,-9.943288404955737,0.5238095238095238,0.6208333333333333
1007,7,0.3,ILP-PA2,-9.943288404955737,0.33333333333333337,0.6208333333333333
1008,7,0.4,ReverseLPA,-8.96816324194904,0.23809523809523814,0.18194444444444444
1009,7,0.4,ILP-PA1,-2.448767603172127,-0.5238095238095238,0.2694444444444445
1010,7,0.4,ILP-PA2,-4.792174690686428,-0.6190476190476191,0.2694444444444445
1011,7,0.5,ReverseLPA,-11.090354888959125,-0.14285714285714288,0.4125
1012,7,0.5,ILP-PA1,-7.624618986159398,-0.14285714285714288,0.18220846187135112
1013,7,0.5,ILP-PA2,-11.090354888959125,0.04761904761904762,0.15153075025591498
1014,7,0.6,ReverseLPA,-10.200535520796674,-0.4285714285714286,0.8020833333333334
1015,7,0.6,ILP-PA1,-11.011465737013001,0.5238095238095238,0.163228985840712
1016,7,0.6,ILP-PA2,-9.98981448948102,0.23809523809523814,0.14573488080362829
1017,7,0.7,ReverseLPA,-11.726663124649399,0.23809523809523814,0.21666666666666667
1018,7,0.7,ILP-PA1,-8.739315600629801,-0.4285714285714286,0.225
1019,7,0.7,ILP-PA2,-2.987347524019598,0.14285714285714288,0.23750000000000002
1020,7,0.8,ReverseLPA,-10.724912177941018,-0.23809523809523814,0.40069444444444446
1021,7,0.8,ILP-PA1,-9.60919442136997,-0.14285714285714288,0.40069444444444446
1022,7,0.8,ILP-PA2,-13.94378800280922,0.5238095238095238,0.16890567913589943
1023,7,0.9,ReverseLPA,-13.409414746811104,-0.04761904761904762,0.8125
1024,7,0.9,ILP-PA1,-3.3561902495723093,-0.23809523809523814,0.8166666666666667
1025,7,0.9,ILP-PA2,-3.3561902495723093,-0.23809523809523814,0.8166666666666667
1026,7,0.1,ReverseLPA,-14.342313136253404,-0.4285714285714286,0.38333333333333336
1027,7,0.1,ILP-PA1,-9.947863981580966,0.23809523809523814,0.19930555555555554
1028,7,0.1,ILP-PA2,-2.829387671283177,0.4285714285714286,0.1783780963244624
1029,7,0.2,ReverseLPA,-10.77234523117565,0.14285714285714288,0.19930555555555554
1030,7,0.2,ILP-PA1,-6.16717504518756,0.8095238095238096,0.14526864326799727
1031,7,0.2,ILP-PA2,-8.22290006025008,0.4285714285714286,0.17630770360189574
1032,7,0.3,ReverseLPA,-11.415157154301152,-0.14285714285714288,0.19791666666666666
1033,7,0.3,ILP-PA1,-11.771832098239884,-0.14285714285714288,0.19930555555555557
1034,7,0.3,ILP-PA2,-2.2739976361421332,-0.33333333333333337,0.22615957370107737
1035,7,0.4,ReverseLPA,-10.800744705697348,-0.04761904761904762,0.18055555555555555
1036,7,0.4,ILP-PA1,-2.3434070875143007,0.14285714285714288,0.3902777777777778
1037,7,0.4,ILP-PA2,-11.416930845121167,0.14285714285714288,0.19547153550624677
1038,7,0.5,ReverseLPA,-11.78350206951907,0.23809523809523814,0.22013888888888888
1039,7,0.5,ILP-PA1,-7.624618986159398,-0.04761904761904762,0.21625842876457937
1040,7,0.5,ILP-PA2,-6.931471805599453,-0.14285714285714288,0.18224075467095752
1041,7,0.6,ReverseLPA,-10.711361144562664,0.4285714285714286,0.19930555555555557
1042,7,0.6,ILP-PA1,-7.135581778200728,0.5238095238095238,0.13517643999424583
1043,7,0.6,ILP-PA2,-7.135581778200728,0.5238095238095238,0.13517643999424583
1044,7,0.7,ReverseLPA,-10.656638292833202,-0.14285714285714288,0.41944444444444445
1045,7,0.7,ILP-PA1,-4.325268300855273,-0.9047619047619049,0.8125
1046,7,0.7,ILP-PA2,-1.4266997757549298,-0.04761904761904762,0.6291666666666667
1047,7,0.8,ReverseLPA,-10.50176862662681,-0.23809523809523814,0.5972222222222223
1048,7,0.8,ILP-PA1,-9.162907318741551,-0.14285714285714288,0.4111111111111111
1049,7,0.8,ILP-PA2,-3.6651629274966204,-0.33333333333333337,0.38888888888888884
1050,7,0.9,ReverseLPA,-13.304054231153279,0.33333333333333337,0.43472222222222223
1051,7,0.9,ILP-PA1,-8.172081466876053,0.33333333333333337,0.6291666666666667
1052,7,0.9,ILP-PA2,-2.8293876712831776,0.23809523809523814,0.6208333333333333
1053,7,0.1,ReverseLPA,-14.342313136253404,-0.14285714285714288,0.42013888888888895
1054,7,0.1,ILP-PA1,-10.053224497238793,0.4285714285714286,0.21355985596534888
1055,7,0.1,ILP-PA2,-10.05322449723879,0.5238095238095238,0.19205037079779516
1056,7,0.2,ReverseLPA,-9.16290731874155,-0.4285714285714286,0.20069444444444445
1057,7,0.2,ILP-PA1,-9.60919442136997,0.14285714285714288,0.4180555555555555
1058,7,0.2,ILP-PA2,-9.83233797268418,0.04761904761904762,0.3923611111111111
1059,7,0.3,ReverseLPA,-10.211184349975216,0.04761904761904762,0.18749999999999997
1060,7,0.3,ILP-PA1,-6.599265936997407,-0.04761904761904762,0.19444444444444442
1061,7,0.3,ILP-PA2,-6.8219929084264,-0.14285714285714288,0.19097781406019082
1062,7,0.4,ReverseLPA,-12.63332616944566,-0.04761904761904762,0.19583333333333333
1063,7,0.4,ILP-PA1,-2.959593226938118,-0.04761904761904762,0.18888888888888888
1064,7,0.4,ILP-PA2,-9.98981448948102,0.7142857142857143,0.1618322825519156
1065,7,0.5,ReverseLPA,-11.090354888959125,0.23809523809523814,0.1909722222222222
1066,7,0.5,ILP-PA1,-3.4657359027997265,0.14285714285714288,0.18055555555555555
1067,7,0.5,ILP-PA2,-4.1588830833596715,-0.04761904761904762,0.1909722222222222
1068,7,0.6,ReverseLPA,-9.689709897030683,-0.33333333333333337,0.2048611111111111
1069,7,0.6,ILP-PA1,-3.7705234431544463,-0.23809523809523814,0.24027777777777776
1070,7,0.6,ILP-PA2,-11.011465737013001,-0.5238095238095238,0.4180555555555555
1071,7,0.7,ReverseLPA,-11.013313236771934,-0.14285714285714288,0.6125
1072,7,0.7,ILP-PA1,-10.433911321404207,-0.04761904761904762,0.17700941696818046
1073,7,0.7,ILP-PA2,-10.433911321404207,-0.04761904761904762,0.17700941696818046
1074,7,0.8,ReverseLPA,-10.2786250753126,-0.23809523809523814,0.40555555555555556
1075,7,0.8,ILP-PA1,-14.660651709986482,0.14285714285714288,0.4208333333333334
1076,7,0.8,ILP-PA2,-14.660651709986482,0.14285714285714288,0.4208333333333334
1077,7,0.9,ReverseLPA,-13.304054231153279,0.23809523809523814,0.19791666666666666
1078,7,0.9,ILP-PA1,-5.553414826908529,-0.7142857142857143,0.23750000000000002
1079,7,0.9,ILP-PA2,-5.5534148269085275,-0.4285714285714286,0.22361111111111112
1080,7,0.1,ReverseLPA,-14.342313136253404,0.5238095238095238,0.16666666666666666
1081,7,0.1,ILP-PA1,-12.355809590232838,-0.04761904761904762,0.21527777777777776
1082,7,0.1,ILP-PA2,-7.434557857271269,0.6190476190476191,0.14013637903223689
1083,7,0.2,ReverseLPA,-9.16290731874155,0.04761904761904762,0.4277777777777778
1084,7,0.2,ILP-PA1,-10.50176862662681,0.6190476190476191,0.18358123139475646
1085,7,0.2,ILP-PA2,-8.89233071419271,0.33333333333333337,0.1783528475394598
1086,7,0.3,ReverseLPA,-11.415157154301152,-0.5238095238095238,0.42083333333333334
1087,7,0.3,ILP-PA1,-4.191320328345534,-0.04761904761904762,0.15901674987754874
1088,7,0.3,ILP-PA2,-7.312615824874872,0.23809523809523814,0.15574647635741376
1089,7,0.4,ReverseLPA,-10.800744705697348,0.4285714285714286,0.1875
1090,7,0.4,ILP-PA1,-2.8542327112802917,-0.33333333333333337,0.65
1091,7,0.4,ILP-PA2,-2.448767603172127,-0.4285714285714286,0.4756944444444445
1092,7,0.5,ReverseLPA,-9.704060527839234,-0.04761904761904762,0.19930555555555557
1093,7,0.5,ILP-PA1,-7.6246189861593985,-0.04761904761904762,0.7916666666666666
1094,7,0.5,ILP-PA2,-7.624618986159398,0.23809523809523814,0.16218747701022979
1095,7,0.6,ReverseLPA,-11.733012392094645,0.23809523809523814,0.4180555555555555
1096,7,0.6,ILP-PA1,-6.940837701408217,0.23809523809523814,0.161272895983947
1097,7,0.6,ILP-PA2,-6.940837701408217,0.23809523809523814,0.161272895983947
1098,7,0.7,ReverseLPA,-11.369988180710665,0.23809523809523814,0.20833333333333334
1099,7,0.7,ILP-PA1,-2.6306725800808657,0.14285714285714288,0.21666666666666667
1100,7,0.7,ILP-PA2,-2.6306725800808657,0.14285714285714288,0.21666666666666667
1101,7,0.8,ReverseLPA,-11.17119928056944,0.04761904761904762,0.6104166666666666
1102,7,0.8,ILP-PA1,-7.99975650893587,-0.04761904761904762,0.41666666666666663
1103,7,0.8,ILP-PA2,-7.99975650893587,-0.04761904761904762,0.41666666666666663
1104,7,0.9,ReverseLPA,-13.304054231153279,0.04761904761904762,0.6291666666666667
1105,7,0.9,ILP-PA1,-3.3561902495723093,-0.4285714285714286,0.24027777777777778
1106,7,0.9,ILP-PA2,-7.7506394042447475,-0.04761904761904762,0.6222222222222222
1107,7,0.1,ReverseLPA,-12.039728043259359,-0.5238095238095238,0.41041666666666665
1108,7,0.1,ILP-PA1,-10.053224497238793,-0.4285714285714286,0.42986111111111114
1109,7,0.1,ILP-PA2,-10.263945528554444,-0.14285714285714288,0.42986111111111114
1110,7,0.2,ReverseLPA,-10.77234523117565,0.33333333333333337,0.175
1111,7,0.2,ILP-PA1,-5.004024235381879,0.5238095238095238,0.21625842876457937
1112,7,0.2,ILP-PA2,-2.05572501506252,-0.5238095238095238,0.4201388888888889
1113,7,0.3,ReverseLPA,-9.007211545649279,0.04761904761904762,0.2583333333333333
1114,7,0.3,ILP-PA1,-8.873263573139539,0.14285714285714288,0.5874487448542378
1115,7,0.3,ILP-PA2,-9.720561433526745,-0.14285714285714288,0.4088573299243675
1116,7,0.4,ReverseLPA,-9.884453973823192,-0.14285714285714288,0.6
1117,7,0.4,ILP-PA1,-10.095175005138847,0.7142857142857143,0.18451974942635274
1118,7,0.4,ILP-PA2,-8.15723302573271,0.04761904761904762,0.2010270910618023
1119,7,0.5,ReverseLPA,-10.39720770839918,-0.4285714285714286,0.40625
1120,7,0.5,ILP-PA1,-3.4657359027997265,0.04761904761904762,0.1794173994904055
1121,7,0.5,ILP-PA2,-3.4657359027997265,0.04761904761904762,0.1794173994904055
1122,7,0.6,ReverseLPA,-11.733012392094645,-0.04761904761904762,0.6125
1123,7,0.6,ILP-PA1,-10.095175005138845,0.33333333333333337,0.4111111111111111
1124,7,0.6,ILP-PA2,-10.095175005138845,0.33333333333333337,0.4111111111111111
1125,7,0.7,ReverseLPA,-11.013313236771934,-0.14285714285714288,0.6104166666666666
1126,7,0.7,ILP-PA1,-11.503936153220405,-0.23809523809523814,0.4277777777777778
1127,7,0.7,ILP-PA2,-11.503936153220405,-0.23809523809523814,0.4277777777777778
1128,7,0.8,ReverseLPA,-11.617486383197857,-0.04761904761904762,0.21458333333333335
1129,7,0.8,ILP-PA1,-4.11145003012504,-0.04761904761904762,0.23680555555555555
1130,7,0.8,ILP-PA2,-1.3388613078852583,-0.14285714285714288,0.5972222222222222
1131,7,0.9,ReverseLPA,-13.514775262468929,0.33333333333333337,1.0
1132,7,0.9,ILP-PA1,-4.093713859177093,-0.14285714285714288,1.0
1133,7,0.9,ILP-PA2,-0.6321630939469578,0.14285714285714288,0.31714303113409104
1134,7,0.1,ReverseLPA,-12.039728043259359,-0.04761904761904762,0.20763888888888887
1135,7,0.1,ILP-PA1,-10.369306044212271,-0.04761904761904762,1.0
1136,7,0.1,ILP-PA2,-12.777251652864143,-0.23809523809523814,0.24588452670436683
1137,7,0.2,ReverseLPA,-13.99122105604385,0.14285714285714288,0.38888888888888895
1138,7,0.2,ILP-PA1,-11.21863233380407,0.14285714285714288,0.18963000711223654
1139,7,0.2,ILP-PA2,-15.330082363929112,0.6190476190476191,0.20987040254791692
1140,7,0.3,ReverseLPA,-10.211184349975216,-0.4285714285714286,0.5972222222222222
1141,7,0.3,ILP-PA1,-9.229938517078272,0.5238095238095238,0.20833333333333334
1142,7,0.3,ILP-PA2,-9.363886489588012,0.23809523809523814,0.39861111111111114
1143,7,0.4,ReverseLPA,-10.800744705697348,-0.23809523809523814,0.3993055555555556
1144,7,0.4,ILP-PA1,-8.562698133840875,0.4285714285714286,0.18779857084819973
1145,7,0.4,ILP-PA2,-8.051872510074883,0.4285714285714286,0.17289145099820113
1146,7,0.5,ReverseLPA,-10.39720770839918,-0.4285714285714286,0.18888888888888888
1147,7,0.5,ILP-PA1,-8.317766166719343,-0.23809523809523814,0.4340277777777778
1148,7,0.5,ILP-PA2,-11.090354888959125,0.04761904761904762,0.17282254076890682
1149,7,0.6,ReverseLPA,-10.711361144562664,-0.33333333333333337,0.4243055555555555
1150,7,0.6,ILP-PA1,-4.281349066920437,-0.5238095238095238,0.19580345361697868
1151,7,0.6,ILP-PA2,-2.4487676031721275,0.4285714285714286,0.3819444444444444
1152,7,0.7,ReverseLPA,-10.656638292833202,-0.04761904761904762,0.41944444444444445
1153,7,0.7,ILP-PA1,-3.477970440468069,0.04761904761904762,0.1697660086618665
1154,7,0.7,ILP-PA2,-3.477970440468069,0.04761904761904762,0.1697660086618665
1155,7,0.8,ReverseLPA,-11.394342831883648,0.04761904761904762,0.41944444444444445
1156,7,0.8,ILP-PA1,-5.227167786696088,-0.23809523809523814,0.43496926099624145
1157,7,0.8,ILP-PA2,-6.613462147815979,-0.14285714285714288,0.4111111111111111
1158,7,0.9,ReverseLPA,-13.409414746811104,0.14285714285714288,0.6291666666666667
1159,7,0.9,ILP-PA1,-3.3561902495723093,0.4285714285714286,0.44027777777777777
1160,7,0.9,ILP-PA2,-3.3561902495723093,0.4285714285714286,0.44027777777777777
1161,7,0.1,ReverseLPA,-12.039728043259359,-0.4285714285714286,0.6104166666666666
1162,7,0.1,ILP-PA1,-7.539918372929094,0.33333333333333337,0.3186803033913544
1163,7,0.1,ILP-PA2,-10.053224497238793,0.6190476190476191,0.19027777777777777
1164,7,0.2,ReverseLPA,-10.77234523117565,0.04761904761904762,0.2236111111111111
1165,7,0.2,ILP-PA1,-5.7208879425591395,-0.04761904761904762,0.6284722222222222
1166,7,0.2,ILP-PA2,-6.16717504518756,-0.33333333333333337,0.3877789376205169
1167,7,0.3,ReverseLPA,-10.211184349975216,-0.6190476190476191,0.6125
1168,7,0.3,ILP-PA1,-7.669290768813603,0.4285714285714286,0.20024019780346966
1169,7,0.3,ILP-PA2,-10.924534237852681,0.6190476190476191,0.3902777777777778
1170,7,0.4,ReverseLPA,-15.382198365068124,0.23809523809523814,0.4097222222222222
1171,7,0.4,ILP-PA1,-3.875883958812273,-0.04761904761904762,0.4041666666666667
1172,7,0.4,ILP-PA2,-15.382198365068124,0.33333333333333337,0.4111111111111111
1173,7,0.5,ReverseLPA,-11.78350206951907,-0.04761904761904762,0.18055555555555555
1174,7,0.5,ILP-PA1,-7.624618986159398,0.4285714285714286,0.22013888888888888
1175,7,0.5,ILP-PA2,-12.476649250079015,-0.23809523809523814,0.1910763658991187
