,n,p,Metric,LogLKL,KendallTau,KernelSim
2422,8,0.7,ILP-PA1,-10.6566382928332,-0.4999999999999999,0.1663074660024578
2423,8,0.7,ILP-PA2,-12.930635928975335,0.14285714285714285,0.22555555555555556
2424,8,0.8,ReverseLPA,-14.565785603517217,0.14285714285714285,0.36142857142857143
2425,8,0.8,ILP-PA1,-4.11145003012504,0.07142857142857142,0.1822962072618435
2426,8,0.8,ILP-PA2,-7.059749250444399,0.0,0.1623392120342038
2427,8,0.9,ReverseLPA,-16.34416293375211,-0.07142857142857142,0.21904761904761907
2428,8,0.9,ILP-PA1,-3.566911280887961,-0.2857142857142857,0.19085479127332605
2429,8,0.9,ILP-PA2,-3.566911280887961,-0.21428571428571427,0.19085479127332605
2430,8,0.1,ReverseLPA,-14.44767365191123,0.0,0.7142857142857142
2431,8,0.1,ILP-PA1,-12.35580959023284,0.42857142857142855,0.15120196319430027
2432,8,0.1,ILP-PA2,-10.474666559870098,0.4999999999999999,0.15273126341105223
2433,8,0.2,ReverseLPA,-10.99548878248986,-0.4999999999999999,0.3734126984126984
2434,8,0.2,ILP-PA1,-8.892330714192708,0.6428571428571428,0.18685196366412654
2435,8,0.2,ILP-PA2,-9.338617816821127,0.7142857142857142,0.19535536502467074
2436,8,0.3,ReverseLPA,-11.771832098239884,0.0,0.19873015873015873
2437,8,0.3,ILP-PA1,-2.4079456086518722,-0.14285714285714285,0.513888888888889
2438,8,0.3,ILP-PA2,-3.121295496529337,-0.2857142857142857,0.513888888888889
2439,8,0.4,ReverseLPA,-14.060442525085804,0.07142857142857142,0.1825396825396825
2440,8,0.4,ILP-PA1,-12.949407716419138,-0.2857142857142857,0.21349206349206346
2441,8,0.4,ILP-PA2,-5.813825938218409,-0.14285714285714285,0.17591851648228213
2442,8,0.5,ReverseLPA,-16.635532333438686,0.2857142857142857,0.17777777777777776
2443,8,0.5,ILP-PA1,-8.317766166719343,-0.3571428571428571,0.16439976481829963
2444,8,0.5,ILP-PA2,-8.317766166719343,-0.3571428571428571,0.16439976481829963
2445,8,0.6,ReverseLPA,-11.62765187643682,-0.07142857142857142,0.18730158730158727
2446,8,0.6,ILP-PA1,-10.906105221355174,-0.2857142857142857,0.1666821103739461
2447,8,0.6,ILP-PA2,-10.906105221355174,-0.2857142857142857,0.1666821103739461
2448,8,0.7,ReverseLPA,-13.6439858168528,0.07142857142857142,0.21444444444444444
2449,8,0.7,ILP-PA1,-12.930635928975335,0.3571428571428571,0.20785714285714288
2450,8,0.7,ILP-PA2,-12.930635928975335,0.3571428571428571,0.20785714285714288
2451,8,0.8,ReverseLPA,-15.012072706145638,0.07142857142857142,0.40095238095238095
2452,8,0.8,ILP-PA1,-9.068041212272286,0.14285714285714285,0.20134382630946254
2453,8,0.8,ILP-PA2,-6.789172645895556,0.42857142857142855,0.5345238095238095
2454,8,0.9,ReverseLPA,-16.44952344940993,0.0,0.5453968253968254
2455,8,0.9,ILP-PA1,-6.290938436513312,0.14285714285714285,0.1623392120342038
2456,8,0.9,ILP-PA2,-6.290938436513312,0.3571428571428571,0.334567409628248
2457,8,0.1,ReverseLPA,-16.750258744905274,-0.4999999999999999,0.5426984126984127
2458,8,0.1,ILP-PA1,-2.7240271556253504,0.6428571428571428,0.2305459117171558
2459,8,0.1,ILP-PA2,-12.777251652864143,0.42857142857142855,0.1988915072152652
2460,8,0.2,ReverseLPA,-10.99548878248986,-0.21428571428571427,0.24357142857142855
2461,8,0.2,ILP-PA1,-8.446043611564289,0.6428571428571428,0.1446950663561995
2462,8,0.2,ILP-PA2,-10.50176862662681,0.07142857142857142,0.4041860310700816
2463,8,0.3,ReverseLPA,-15.383750511217693,0.0,0.3555555555555556
2464,8,0.3,ILP-PA1,-16.319827370524152,-0.07142857142857142,0.13790885570393813
2465,8,0.3,ILP-PA2,-10.92453423785268,0.3571428571428571,0.17613250764377855
2466,8,0.4,ReverseLPA,-13.144151793211648,-0.14285714285714285,0.17777777777777776
2467,8,0.4,ILP-PA1,-3.875883958812273,-0.3571428571428571,0.2296825396825397
2468,8,0.4,ILP-PA2,-3.365058335046282,-0.07142857142857142,0.38317460317460317
2469,8,0.5,ReverseLPA,-18.021826694558577,-0.21428571428571427,0.36698412698412697
2470,8,0.5,ILP-PA1,-4.1588830833596715,0.07142857142857142,0.22214285714285714
2471,8,0.5,ILP-PA2,-4.1588830833596715,-0.14285714285714285,0.22214285714285714
2472,8,0.6,ReverseLPA,-11.62765187643682,-0.21428571428571427,0.5190476190476191
2473,8,0.6,ILP-PA1,-9.073523757606866,0.14285714285714285,0.3662698412698413
2474,8,0.6,ILP-PA2,-14.376524072059283,0.4999999999999999,0.15868890826330953
2475,8,0.7,ReverseLPA,-13.6439858168528,-0.14285714285714285,0.35
2476,8,0.7,ILP-PA1,-15.472529510136948,0.2857142857142857,0.18809523809523807
2477,8,0.7,ILP-PA2,-14.045829734382016,0.21428571428571427,0.18809523809523807
2478,8,0.8,ReverseLPA,-14.565785603517217,0.42857142857142855,0.38841269841269843
2479,8,0.8,ILP-PA1,-4.287160528204617,-0.14285714285714285,0.1997718943220211
2480,8,0.8,ILP-PA2,-2.9482992203193588,0.07142857142857142,0.18502395570958305
2481,8,0.9,ReverseLPA,-16.34416293375211,0.14285714285714285,0.2390476190476191
2482,8,0.9,ILP-PA1,-3.9883533435192664,0.14285714285714285,0.32356604853168475
2483,8,0.9,ILP-PA2,-5.764135858224181,0.07142857142857142,0.19952380952380952
2484,8,0.1,ReverseLPA,-14.44767365191123,-0.3571428571428571,0.3767460317460317
2485,8,0.1,ILP-PA1,-13.304054231153273,0.6428571428571428,0.3570509675022205
2486,8,0.1,ILP-PA2,-13.409414746811102,0.4999999999999999,0.1869617910603604
2487,8,0.2,ReverseLPA,-14.21436460735806,-0.4999999999999999,0.1857142857142857
2488,8,0.2,ILP-PA1,-10.2786250753126,-0.07142857142857142,0.18464967831837592
2489,8,0.2,ILP-PA2,-10.948055729255229,0.3571428571428571,0.15146286623635602
2490,8,0.3,ReverseLPA,-14.179777706891757,-0.2857142857142857,0.23404761904761906
2491,8,0.3,ILP-PA1,-9.007211545649279,0.07142857142857142,0.23744203145330234
2492,8,0.3,ILP-PA2,-13.198531873994812,0.6428571428571428,0.16238163912464643
2493,8,0.4,ReverseLPA,-10.395279597589184,-0.4999999999999999,0.2003968253968254
2494,8,0.4,ILP-PA1,-12.033116984544984,0.0,0.2191667243691694
2495,8,0.4,ILP-PA2,-4.897535206344254,0.07142857142857142,0.20018196831501986
2496,8,0.5,ReverseLPA,-15.249237972318797,0.07142857142857142,0.34444444444444444
2497,8,0.5,ILP-PA1,-15.942385152878742,0.2857142857142857,0.22365079365079366
2498,8,0.5,ILP-PA2,-13.16979643063896,-0.07142857142857142,0.1752382443734386
2499,8,0.6,ReverseLPA,-12.649303123968801,-0.4999999999999999,0.5323809523809524
2500,8,0.6,ILP-PA1,-11.522291360778993,0.4999999999999999,0.13781955308858715
2501,8,0.6,ILP-PA2,-16.50921012825793,0.14285714285714285,0.16109288651142128
2502,8,0.7,ReverseLPA,-13.287310872914068,-0.21428571428571427,0.35119047619047616
2503,8,0.7,ILP-PA1,-11.415157154301149,-0.21428571428571427,0.3765079365079365
2504,8,0.7,ILP-PA2,-11.415157154301149,-0.21428571428571427,0.3765079365079365
2505,8,0.8,ReverseLPA,-14.565785603517217,-0.3571428571428571,1.0
2506,8,0.8,ILP-PA1,-6.566029094581347,0.07142857142857142,0.38396825396825396
2507,8,0.8,ILP-PA2,-6.566029094581347,0.0,0.3934920634920635
2508,8,0.9,ReverseLPA,-16.55488396506776,0.14285714285714285,0.566031746031746
2509,8,0.9,ILP-PA1,-1.8964892818408732,0.0,0.14965880716480437
2510,8,0.9,ILP-PA2,-1.8964892818408732,0.0,0.14965880716480437
2511,8,0.1,ReverseLPA,-14.44767365191123,0.0,0.3472222222222222
2512,8,0.1,ILP-PA1,-14.76375519888471,-0.2857142857142857,0.4654843594956304
2513,8,0.1,ILP-PA2,-10.580027075527925,0.0,0.1795593113835516
2514,8,0.2,ReverseLPA,-10.99548878248986,-0.6428571428571428,0.3588888888888889
2515,8,0.2,ILP-PA1,-7.99975650893587,0.07142857142857142,0.2813665232699071
2516,8,0.2,ILP-PA2,-8.669187162878499,0.4999999999999999,0.28935419170844606
2517,8,0.3,ReverseLPA,-16.587723315543627,-0.14285714285714285,0.1825396825396825
2518,8,0.3,ILP-PA1,-14.402504678320748,-0.3571428571428571,0.2323809523809524
2519,8,0.3,ILP-PA2,-7.44656379738461,0.07142857142857142,0.15991769431220965
2520,8,0.4,ReverseLPA,-15.893023988834114,-0.21428571428571427,0.3716666666666667
2521,8,0.4,ILP-PA1,-4.281349066920437,0.21428571428571427,0.15239243938477648
2522,8,0.4,ILP-PA2,-3.7705234431544463,0.3571428571428571,0.16666666666666666
2523,8,0.5,ReverseLPA,-12.476649250079015,0.5714285714285714,0.3416666666666667
2524,8,0.5,ILP-PA1,-3.4657359027997265,-0.7142857142857142,0.2352380952380952
2525,8,0.5,ILP-PA2,-7.624618986159398,-0.07142857142857142,0.35119047619047616
2526,8,0.6,ReverseLPA,-13.160128747734792,-0.14285714285714285,0.18611111111111112
2527,8,0.6,ILP-PA1,-9.478988865715028,-0.07142857142857142,0.1723756916110056
2528,8,0.6,ILP-PA2,-6.00857001501092,-0.14285714285714285,0.1723756916110056
2529,8,0.7,ReverseLPA,-14.714010648668998,-0.14285714285714285,0.6928571428571428
2530,8,0.7,ILP-PA1,-5.127397187651993,-0.3571428571428571,0.3134647566147561
2531,8,0.7,ILP-PA2,-5.127397187651993,-0.3571428571428571,0.3134647566147561
2532,8,0.8,ReverseLPA,-15.012072706145638,-0.14285714285714285,0.6928571428571428
2533,8,0.8,ILP-PA1,-4.3345935814392496,-0.14285714285714285,0.6976190476190476
2534,8,0.8,ILP-PA2,-4.3345935814392496,-0.14285714285714285,0.6976190476190476
2535,8,0.9,ReverseLPA,-16.55488396506776,-0.21428571428571427,1.0
2536,8,0.9,ILP-PA1,-0.7375236096047839,0.2857142857142857,0.4525343024999387
2537,8,0.9,ILP-PA2,-4.093713859177092,-0.2857142857142857,1.0
2538,8,0.1,ReverseLPA,-14.44767365191123,-0.14285714285714285,0.19507936507936505
2539,8,0.1,ILP-PA1,-12.355809590232838,0.7142857142857142,0.2120504931436941
2540,8,0.1,ILP-PA2,-10.15858501289662,0.7857142857142856,0.15993588502313266
2541,8,0.2,ReverseLPA,-15.82380251979216,-0.4999999999999999,0.18
2542,8,0.2,ILP-PA1,-3.4420193761824103,0.07142857142857142,0.19086658664741604
2543,8,0.2,ILP-PA2,-11.888062987746698,0.2857142857142857,0.17057452117421537
2544,8,0.3,ReverseLPA,-12.975804902565821,0.07142857142857142,0.36333333333333334
2545,8,0.3,ILP-PA1,-8.873263573139539,0.3571428571428571,0.23302692275818473
2546,8,0.3,ILP-PA2,-3.968593356916541,0.0,0.41
2547,8,0.4,ReverseLPA,-15.893023988834114,-0.5714285714285714,0.20777777777777776
2548,8,0.4,ILP-PA1,-3.4704188507041085,0.2857142857142857,0.21142857142857138
2549,8,0.4,ILP-PA2,-17.020035752023922,0.0,0.16383523320420057
2550,8,0.5,ReverseLPA,-12.476649250079015,-0.14285714285714285,0.2015873015873016
2551,8,0.5,ILP-PA1,-14.556090791758852,0.14285714285714285,0.18670139901300128
2552,8,0.5,ILP-PA2,-11.090354888959125,0.2857142857142857,0.16666666666666666
2553,8,0.6,ReverseLPA,-13.160128747734792,0.0,0.18730158730158727
2554,8,0.6,ILP-PA1,-4.792174690686427,-0.14285714285714285,0.15646325688179166
2555,8,0.6,ILP-PA2,-4.792174690686427,0.07142857142857142,0.15646325688179166
2556,8,0.7,ReverseLPA,-12.217286041097871,0.3571428571428571,0.18333333333333332
2557,8,0.7,ILP-PA1,-14.536452650830487,-0.2857142857142857,0.23039682539682538
2558,8,0.7,ILP-PA2,-12.128507042178615,-0.3571428571428571,0.1975303725912109
2559,8,0.8,ReverseLPA,-14.565785603517217,-0.14285714285714285,0.5292063492063492
2560,8,0.8,ILP-PA1,-9.561761368135336,0.14285714285714285,0.17542301487864967
2561,8,0.8,ILP-PA2,-9.561761368135336,0.14285714285714285,0.17542301487864967
2562,8,0.9,ReverseLPA,-16.44952344940993,0.2857142857142857,0.5612698412698413
2563,8,0.9,ILP-PA1,-6.712380499144618,-0.07142857142857142,0.4721335471943855
2564,8,0.9,ILP-PA2,-6.712380499144618,-0.07142857142857142,0.4721335471943855
2565,8,0.1,ReverseLPA,-14.44767365191123,-0.42857142857142855,0.20174603174603173
2566,8,0.1,ILP-PA1,-10.474666559870098,0.8571428571428571,0.17398236232032646
2567,8,0.1,ILP-PA2,-10.474666559870098,0.7142857142857142,0.16183867741334998
2568,8,0.2,ReverseLPA,-15.82380251979216,-0.14285714285714285,0.35952380952380947
2569,8,0.2,ILP-PA1,-9.83233797268418,0.5714285714285714,0.14396074773352233
2570,8,0.2,ILP-PA2,-2.5020121176909393,-0.07142857142857142,0.15172686429773913
2571,8,0.3,ReverseLPA,-16.587723315543627,0.07142857142857142,0.17777777777777776
2572,8,0.3,ILP-PA1,-7.089888853445878,-0.21428571428571427,0.18360168326666426
2573,8,0.3,ILP-PA2,-13.689154790443284,-0.07142857142857142,0.18036035467811448
2574,8,0.4,ReverseLPA,-14.060442525085804,0.4999999999999999,0.17777777777777776
2575,8,0.4,ILP-PA1,-14.781989180167448,-0.4999999999999999,0.23793650793650795
2576,8,0.4,ILP-PA2,-14.781989180167447,0.2857142857142857,0.15265657885302844
2577,8,0.5,ReverseLPA,-13.16979643063896,-0.3571428571428571,0.19833333333333333
2578,8,0.5,ILP-PA1,-11.090354888959125,-0.07142857142857142,0.23595308390433697
2579,8,0.5,ILP-PA2,-10.39720770839918,0.0,0.2105208084209327
2580,8,0.6,ReverseLPA,-12.13847750020281,-0.21428571428571427,0.19277777777777777
2581,8,0.6,ILP-PA1,-8.96816324194904,-0.21428571428571427,0.18674353242915975
2582,8,0.6,ILP-PA2,-8.96816324194904,-0.21428571428571427,0.18674353242915975
2583,8,0.7,ReverseLPA,-14.357335704730266,0.0,0.36333333333333334
2584,8,0.7,ILP-PA1,-13.643985816852801,0.42857142857142855,0.3784126984126984
2585,8,0.7,ILP-PA2,-12.930635928975335,0.0,0.1703579657729486
2586,8,0.8,ReverseLPA,-14.565785603517217,-0.14285714285714285,0.3708730158730159
2587,8,0.8,ILP-PA1,-5.450311338010298,0.5714285714285714,0.13788558119680186
2588,8,0.8,ILP-PA2,-5.450311338010298,0.5714285714285714,0.13788558119680186
2589,8,0.9,ReverseLPA,-16.55488396506776,0.14285714285714285,1.0
2590,8,0.9,ILP-PA1,-3.5669112808879615,-0.07142857142857142,0.31122516164369635
2591,8,0.9,ILP-PA2,-3.5669112808879615,-0.14285714285714285,0.31122516164369635
2592,8,0.1,ReverseLPA,-14.44767365191123,-0.21428571428571427,0.21293650793650792
2593,8,0.1,ILP-PA1,-12.461170105890664,0.0,0.19865079365079366
2594,8,0.1,ILP-PA2,-10.685387591185751,0.21428571428571427,0.17807648616165075
2595,8,0.2,ReverseLPA,-14.21436460735806,-0.14285714285714285,0.18095238095238092
2596,8,0.2,ILP-PA1,-7.776612957621659,-0.14285714285714285,0.25317460317460316
2597,8,0.2,ILP-PA2,-11.21863233380407,0.14285714285714285,0.3828571428571429
2598,8,0.3,ReverseLPA,-12.975804902565821,-0.2857142857142857,0.2170634920634921
2599,8,0.3,ILP-PA1,-5.751968076610202,0.4999999999999999,0.19530629293467808
2600,8,0.3,ILP-PA2,-6.8219929084264,0.0,0.191795504167128
2601,8,0.4,ReverseLPA,-12.227861061337492,-0.14285714285714285,0.2088888888888889
2602,8,0.4,ILP-PA1,-5.708465422560582,0.21428571428571427,0.16112655481839053
2603,8,0.4,ILP-PA2,-8.051872510074883,-0.2857142857142857,0.19682539682539682
2604,8,0.5,ReverseLPA,-12.476649250079015,-0.21428571428571427,0.38873015873015876
2605,8,0.5,ILP-PA1,-3.4657359027997265,0.21428571428571427,0.19444444444444445
2606,8,0.5,ILP-PA2,-3.4657359027997265,0.21428571428571427,0.19444444444444445
2607,8,0.6,ReverseLPA,-14.181779995266774,0.2857142857142857,0.36031746031746026
2608,8,0.6,ILP-PA1,-5.197639798794592,-0.6428571428571428,0.3812698412698413
2609,8,0.6,ILP-PA2,-8.6680586494987,0.14285714285714285,0.16761773843664468
2610,8,0.7,ReverseLPA,-14.714010648668998,0.0,0.3855555555555556
2611,8,0.7,ILP-PA1,-4.191320328345534,-0.3571428571428571,0.1954139704748088
2612,8,0.7,ILP-PA2,-8.025965712752335,-0.4999999999999999,0.3289893289549652
2613,8,0.8,ReverseLPA,-13.896354949574587,-0.42857142857142855,0.38
2614,8,0.8,ILP-PA1,-14.613218656751847,-0.21428571428571427,0.14158274498874984
2615,8,0.8,ILP-PA2,-14.16693155412343,-0.21428571428571427,0.20249324013550843
2616,8,0.9,ReverseLPA,-16.44952344940993,0.07142857142857142,0.416031746031746
2617,8,0.9,ILP-PA1,-0.7375236096047839,-0.14285714285714285,0.46618116624200456
2618,8,0.9,ILP-PA2,-0.7375236096047839,-0.14285714285714285,0.46618116624200456
2619,8,0.1,ReverseLPA,-19.05284383789932,-0.5714285714285714,0.7077777777777777
2620,8,0.1,ILP-PA1,-14.44767365191123,0.14285714285714285,0.15524682651538743
2621,8,0.1,ILP-PA2,-20.106448994477585,0.14285714285714285,0.17381769282896373
2622,8,0.2,ReverseLPA,-14.21436460735806,-0.21428571428571427,0.16666666666666666
2623,8,0.2,ILP-PA1,-9.83233797268418,0.5714285714285714,0.14109249302231403
2624,8,0.2,ILP-PA2,-12.780637193003539,0.5714285714285714,0.14743350890553666
2625,8,0.3,ReverseLPA,-10.56785929391395,-0.07142857142857142,0.18841269841269842
2626,8,0.3,ILP-PA1,-11.147261209281673,-0.2857142857142857,0.2954984535463087
2627,8,0.3,ILP-PA2,-10.433911321404208,0.21428571428571427,0.19200552351679442
2628,8,0.4,ReverseLPA,-14.97673325695996,-0.4999999999999999,0.5305555555555556
2629,8,0.4,ILP-PA1,-13.354872824527302,0.3571428571428571,0.17185398694294537
2630,8,0.4,ILP-PA2,-12.33322157699532,0.0,0.34555555555555556
2631,8,0.5,ReverseLPA,-14.556090791758852,-0.2857142857142857,0.20309523809523808
2632,8,0.5,ILP-PA1,-7.624618986159398,0.0,0.21976190476190477
2633,8,0.5,ILP-PA2,-7.624618986159398,-0.14285714285714285,0.2796407058371554
2634,8,0.6,ReverseLPA,-12.649303123968801,-0.21428571428571427,0.18611111111111112
2635,8,0.6,ILP-PA1,-5.092279283136765,-0.14285714285714285,0.2023015873015873
2636,8,0.6,ILP-PA2,-5.092279283136765,-0.14285714285714285,0.2023015873015873
2637,8,0.7,ReverseLPA,-13.6439858168528,-0.3571428571428571,0.37452380952380954
2638,8,0.7,ILP-PA1,-12.351234013607609,0.14285714285714285,0.14131021624815582
2639,8,0.7,ILP-PA2,-3.477970440468069,0.0,0.1969287176143449
2640,8,0.8,ReverseLPA,-14.119498500888799,-0.2857142857142857,0.38317460317460317
2641,8,0.8,ILP-PA1,-5.72088794255914,-0.2857142857142857,0.5276190476190477
2642,8,0.8,ILP-PA2,-8.446043611564289,-0.42857142857142855,0.22119047619047622
2643,8,0.9,ReverseLPA,-16.34416293375211,-0.21428571428571427,0.8476190476190476
2644,8,0.9,ILP-PA1,-5.764135858224181,0.21428571428571427,0.16683400525856262
2645,8,0.9,ILP-PA2,-5.764135858224181,0.21428571428571427,0.16683400525856262
2646,8,0.1,ReverseLPA,-16.750258744905274,-0.21428571428571427,0.39285714285714285
2647,8,0.1,ILP-PA1,-15.079836745858188,0.21428571428571427,0.2410998851718044
2648,8,0.1,ILP-PA2,-7.434557857271269,0.0,0.23211710506835811
2649,8,0.2,ReverseLPA,-10.99548878248986,-0.7142857142857142,0.6666666666666666
2650,8,0.2,ILP-PA1,-10.50176862662681,0.7142857142857142,0.20049130029354176
2651,8,0.2,ILP-PA2,-10.05548152399839,0.14285714285714285,0.3413924725637167
2652,8,0.3,ReverseLPA,-14.179777706891757,-0.4999999999999999,0.18166666666666667
2653,8,0.3,ILP-PA1,-6.955940880936138,0.14285714285714285,0.3416666666666667
2654,8,0.3,ILP-PA2,-3.477970440468069,-0.21428571428571427,0.3416666666666667
2655,8,0.4,ReverseLPA,-14.060442525085804,-0.21428571428571427,0.19365079365079363
2656,8,0.4,ILP-PA1,-12.438582092653146,-0.07142857142857142,0.20291822192949283
2657,8,0.4,ILP-PA2,-3.7705234431544463,0.07142857142857142,0.2265873015873016
2658,8,0.5,ReverseLPA,-12.476649250079015,-0.42857142857142855,0.20428571428571426
2659,8,0.5,ILP-PA1,-4.1588830833596715,0.14285714285714285,0.38992063492063495
2660,8,0.5,ILP-PA2,-4.1588830833596715,-0.07142857142857142,0.1910973492353755
2661,8,0.6,ReverseLPA,-14.692605619032763,0.42857142857142855,0.3416666666666667
2662,8,0.6,ILP-PA1,-12.438582092653146,-0.21428571428571427,0.18387787756971327
2663,8,0.6,ILP-PA2,-4.386709582578264,-0.21428571428571427,0.23317460317460315
2664,8,0.7,ReverseLPA,-13.287310872914068,-0.07142857142857142,0.19952380952380952
2665,8,0.7,ILP-PA1,-15.115854566198214,0.7857142857142856,0.1911111111111111
2666,8,0.7,ILP-PA2,-10.79058626534294,0.14285714285714285,0.1700291385539724
2667,8,0.8,ReverseLPA,-14.788929154831425,-0.21428571428571427,0.5387301587301587
2668,8,0.8,ILP-PA1,-4.287160528204617,0.5714285714285714,0.15646325688179166
2669,8,0.8,ILP-PA2,-4.3345935814392496,-0.14285714285714285,0.3812698412698413
2670,8,0.9,ReverseLPA,-16.23880241809428,0.2857142857142857,0.36698412698412697
2671,8,0.9,ILP-PA1,-8.804244560823012,0.0,0.3906349206349206
2672,8,0.9,ILP-PA2,-11.422911200790537,0.14285714285714285,0.16458225800344925
2673,9,0.1,ReverseLPA,-21.460789446551193,-0.2222222222222222,0.3435185185185185
2674,9,0.1,ILP-PA1,-14.974476230200365,-0.2777777777777778,0.1984126984126984
2675,9,0.1,ILP-PA2,-4.815891217303744,0.05555555555555555,0.1890297547695492
2676,9,0.2,ReverseLPA,-17.65638398354047,-0.5,0.5833333333333333
2677,9,0.2,ILP-PA1,-3.6651629274966204,-0.16666666666666666,0.18259657460647052
2678,9,0.2,ILP-PA2,-6.16717504518756,0.3888888888888889,0.18019625213944596
2679,9,0.3,ReverseLPA,-16.944398259482362,0.1111111111111111,0.1875
2680,9,0.3,ILP-PA1,-14.75917962225948,0.3333333333333333,0.15910766630267056
2681,9,0.3,ILP-PA2,-14.75917962225948,0.3333333333333333,0.15910766630267056
2682,9,0.4,ReverseLPA,-16.403849612600105,-0.2222222222222222,0.20122354497354497
2683,9,0.4,ILP-PA1,-13.97105896395112,-0.1111111111111111,0.13934516884070106
2684,9,0.4,ILP-PA2,-13.97105896395112,-0.1111111111111111,0.13934516884070106
2685,9,0.5,ReverseLPA,-15.942385152878742,-0.5555555555555556,0.6064814814814815
2686,9,0.5,ILP-PA1,-3.4657359027997265,0.0,0.3468915343915344
2687,9,0.5,ILP-PA2,-13.16979643063896,0.2222222222222222,0.14309468082198548
2688,9,0.6,ReverseLPA,-19.695501341034845,-0.2777777777777778,0.4943121693121693
2689,9,0.6,ILP-PA1,-12.6493031239688,0.0,0.15419177503222367
2690,9,0.6,ILP-PA2,-16.014361459015085,-0.1111111111111111,0.3377314814814814
2691,9,0.7,ReverseLPA,-15.917983452994934,0.3333333333333333,0.18703703703703703
2692,9,0.7,ILP-PA1,-5.0386181887327375,-0.16666666666666666,0.17169212917421964
2693,9,0.7,ILP-PA2,-20.154472754930953,0.1111111111111111,0.1759259259259259
2694,9,0.8,ReverseLPA,-17.737228375150785,0.3333333333333333,0.3581018518518519
2695,9,0.8,ILP-PA1,-5.450311338010298,-0.4444444444444444,0.19202979603760845
2696,9,0.8,ILP-PA2,-15.681503360088268,0.16666666666666666,0.3447089947089947
2697,9,0.9,ReverseLPA,-19.27891112069311,0.16666666666666666,0.3632936507936508
2698,9,0.9,ILP-PA1,-5.237333279935049,-0.1111111111111111,0.33331401550901985
2699,9,0.9,ILP-PA2,-5.237333279935049,-0.1111111111111111,0.33331401550901985
2700,9,0.1,ReverseLPA,-16.855619260563103,-0.2222222222222222,0.22149470899470902
2701,9,0.1,ILP-PA1,-17.80386390148354,0.2777777777777778,0.17405232062323675
2702,9,0.1,ILP-PA2,-17.382421838852235,0.4444444444444444,0.4534722222222222
2703,9,0.2,ReverseLPA,-19.265821895974568,0.2222222222222222,0.17013888888888887
2704,9,0.2,ILP-PA1,-6.3903185965017695,0.1111111111111111,0.15657333869119147
2705,9,0.2,ILP-PA2,-10.05548152399839,-0.05555555555555555,0.1613080179153277
2706,9,0.3,ReverseLPA,-16.944398259482362,-0.5555555555555556,0.20337301587301584
2707,9,0.3,ILP-PA1,-7.312615824874872,0.0,0.17111294118919126
2708,9,0.3,ILP-PA2,-16.67650231446288,0.4444444444444444,0.14514399515686258
2709,9,0.4,ReverseLPA,-14.571268148851793,-0.2222222222222222,0.16666666666666666
2710,9,0.4,ILP-PA1,-13.354872824527304,-0.2222222222222222,0.33779761904761907
2711,9,0.4,ILP-PA2,-13.354872824527304,-0.2222222222222222,0.33779761904761907
2712,9,0.5,ReverseLPA,-16.635532333438686,0.0,0.3287037037037037
2713,9,0.5,ILP-PA1,-15.94238515287874,0.0,0.33756613756613757
2714,9,0.5,ILP-PA2,-4.1588830833596715,-0.6666666666666666,0.3500661375661376
2715,9,0.6,ReverseLPA,-17.14137322220489,-0.2777777777777778,0.3312830687830688
2716,9,0.6,ILP-PA1,-17.230756783339572,-0.3888888888888889,0.22281746031746033
2717,9,0.6,ILP-PA2,-14.271163556401456,-0.2777777777777778,0.22420634920634921
2718,9,0.7,ReverseLPA,-16.98800828481113,-0.2222222222222222,0.18287037037037038
2719,9,0.7,ILP-PA1,-18.816551978095276,-0.3333333333333333,0.16104734576837373
2720,9,0.7,ILP-PA2,-15.829204454075677,0.16666666666666666,0.17996934430720574
2721,9,0.8,ReverseLPA,-17.737228375150785,0.0,0.4815145502645503
2722,9,0.8,ILP-PA1,-15.012072706145638,0.4444444444444444,0.14466697960003835
2723,9,0.8,ILP-PA2,-15.012072706145638,0.4444444444444444,0.14466697960003835
2724,9,0.9,ReverseLPA,-19.594992667666588,-0.2222222222222222,0.7628968253968255
2725,9,0.9,ILP-PA1,-0.7375236096047839,-0.3888888888888889,0.8809523809523809
2726,9,0.9,ILP-PA2,-3.7776323122036137,-0.3333333333333333,0.8819444444444445
2727,9,0.1,ReverseLPA,-19.158204353557146,-0.5,0.2849867724867725
2728,9,0.1,ILP-PA1,-14.869115714542538,0.3333333333333333,0.15640949988530825
2729,9,0.1,ILP-PA2,-15.07983674585819,0.3888888888888889,0.17435386014470464
2730,9,0.2,ReverseLPA,-16.04694607110637,-0.4444444444444444,0.25423280423280425
2731,9,0.2,ILP-PA1,-6.836605699130189,0.5555555555555556,0.16657126747578027
2732,9,0.2,ILP-PA2,-12.780637193003537,0.3333333333333333,0.15791665622272788
2733,9,0.3,ReverseLPA,-14.53645265083049,-0.5555555555555556,0.48075396825396827
2734,9,0.3,ILP-PA1,-8.516588629200808,0.16666666666666666,0.18659137737382314
2735,9,0.3,ILP-PA2,-4.904670216222999,0.2222222222222222,0.34401455026455025
2736,9,0.4,ReverseLPA,-13.654977416977637,-0.2222222222222222,0.21091269841269844
2737,9,0.4,ILP-PA1,-10.606000628904837,0.1111111111111111,0.15956956525176313
2738,9,0.4,ILP-PA2,-10.606000628904837,0.1111111111111111,0.15956956525176313
2739,9,0.5,ReverseLPA,-12.476649250079015,-0.2222222222222222,0.184292328042328
